start	end	text
855120	863200	You know, AppleScript and the concept of automation had many near-death experiences,
864200	871520	of my time in the early days was just involved in the practicality of making relationships and
871520	878520	and making deals and having knife fights in the hallway to get this thing to keep going
879160	884700	it wasn't that you know i didn't have the vision for okay everything should be scriptable and that
884700	888960	this is what you could do with it i saw what you could do with it because that's what i was doing
888960	897220	for a living but the Practical situation at the time was that it needed representation it needed
897220	906380	somebody to keep it alive and so my challenge was constantly trying to get the resources and so
907360	913060	you know at one time Apple script was put under color sync they didn't know what to do with it so
913060	920580	they assign i reported to the color sync product manager it was like what it took forever and all
920580	927320	kinds of stuff and then you know it was massive shake-ups and one day i lost uh my boss's boss
927320	936280	my boss my uh uh companion my my peers lost them all in one day it was just like total clear house
936280	944920	and I was left and it was like and people were coming to me with their projects saying can you
944920	950780	keep this alive you know and give me the source code for their projects and like data detectors
950780	956760	you know they gave me their stuff trying to keep it alive it was very challenging in those days
956760	964340	but at the same time in that challenge in that period of of turmoil all these opportunities
966280	975140	there was no there was no layers of blocking if i needed to if i had a concept that something
975140	980640	needed to be scriptable I'd find out who in the os is working on that and i'd go over to his office
981240	988280	or her office right and i show them what i was doing and say look if we do this and connect this
988280	994480	to this then all of this is possible and it was like okay open up the code change that right there
996280	999840	yeah, that makes a difference. Let's put it in, submit it. You know,
999920	1004220	then it became a challenge of trying to figure out how to get stuff past Kim
1004220	1009400	COVID, you know, who was like the guardian of the code.
1009620	1012880	And, uh, when I would walk in the room, they'd be like, okay,
1013100	1014740	what are you doing here?
1014940	1019460	Because I had been caught many times with my hand in the cookie jar,
1019660	1022840	trying to get stuff in the door. Right. And, uh,
1024100	1029660	so fortunately for me i got to work with a brilliant one of the most brilliant people
1029660	1036220	i ever met at apple and a wonderful human being as Chris says Chris Espinoza Apple employee number
1036220	1044540	eight was my engineering counterpart and uh he Chris was just fantastic to work with
1044540	1051560	you know he had done he had been there since it was in the garage wow and yeah Chris's is
1052840	1061160	he's like one of the original guys and and uh the challenge you know he bait he he and uh uh
1061160	1069140	the QuickTime product manager at the time uh kidnapped the code base and basically he took
1069140	1075200	it off the server and had it and they brought me on board to protect it and he made a deal with
1075200	1082000	Steve glass to get apple script to become part of the operating system so we can be protected but at
1082840	1089080	had to give up our autonomy so we couldn't just rev when we wanted to we couldn't do what we wanted
1089080	1095000	to we had to go through the system processes but Steve protected us you know Steve glass protected
1095000	1102620	us so that's the first challenge is we had to get into into the operating system and then at the
1102620	1111320	same time Apple had let go a lot of the guys like uh John Pew and don Olson that were part now of
1112840	1119580	the AppleScript team had been absorbed by them and they let them all go. And I remember that day
1119580	1125320	when they all went out the door and, you know, I'm watching my heroes and these people that I've
1125320	1131500	admired for years just leave and get picked up by Adobe and everybody else. So it was a challenging
1131500	1140200	time, but it enabled me to make the relationships and the political structures so that it could get
1140200	1148120	in place and then Steve came and uh my relationship with Steve was definitely
1148120	1156540	one of the reasons i think that it survived uh the first time Steve and i met was in town hall
1156540	1163180	in front of about i don't know 80 people all product marketing Steve called us in there and
1163800	1169800	he was ranting about how we sucked and how we couldn't Market our way out of a paper bag and
1170200	1176220	how it was uh easy when we were a hundred times better than Windows but now that we're not you
1176220	1182080	don't know what to do and the first words i said to Steve i stopped him i said no you're wrong
1182700	1188800	and he turns around he looks at me and he goes and you are i said I'm also going on the Apple
1188800	1193500	script product manager you're wrong my technology is 100 times better than Windows and we just went
1193500	1200380	at it you know we just locked horns and went you know Steve says well that's not what I'm hearing
1200380	1204980	and I'm said your guys are lying to you you know they're not telling you the truth he goes well
1204980	1209260	they say that nobody's using i said everybody's using this what are you talking about
1209260	1217480	half our procedures are built on this stuff you know and uh it that was like the beginning of
1218120	1224520	my relationship with Steve he understood that i would tell him the truth and that what i
1224520	1234920	taught would tell him i had backed up i knew this was reality and so there was numerous times uh
1234920	1243080	that i went to him and it made a difference that we got the resources we needed like uh when we
1243080	1249940	wanted one of the challenges we had was we wanted to become part of the development environment
1250840	1255640	but we weren't we were just like the scripting language off to the side and everything else was
1255640	1265840	this objective c and c plus plus and i had known i had a friend that was vice president over in
1265840	1274580	marketing or something and he had uh ridden in the plane with Steve from New York from a Mac world
1274580	1278960	and he and he told me about the conversation some of the conversations they had he told me
1278960	1285580	Steve's favorite movie he said Steve's favorite movie is Patton he won't believe it but it's
1285580	1292700	patent and i went well it kind of makes sense right and so uh i i you know i came from a
1292700	1300120	military family so I know how to speak military so i wrote Steve an email i said Steve look I'm just
1300120	1305300	a sergeant I'll do what you tell me I'll go where you go want me to go I'll fight the fight you know
1305300	1311560	i said but you got me out here in the middle of nowhere with no supply line how am i supposed to
1311560	1317020	take it to Microsoft if i don't have the stuff that i need to you know get ahead that's right
1317800	1322600	and i sent it off to him it was like the middle of the night you know like midnight complete
1322600	1329460	military metaphor total it's like I'm a dutiful Soldier I'll do what you tell me to do but you
1329460	1334960	know you got me out here in the middle of nowhere next day i get a call from Espinoza going what
1334960	1341460	did you do i said what do you mean he goes what did you do we got a meeting today with Avi and
1341460	1352400	Phil and so i said well i sent this letter to Steve so the next day we go in to see Abby and
1352400	1357820	and phil and he said what do you need you know what do you want to do do you really want to take
1357820	1364300	this i said no man we got this great technology we need to take it to them and what do you need
1364300	1369120	and they said well what do you need to take it to them do you want to buy like a third party that's
1369120	1374580	already got some kind of interface thing or what do you want to do and Espinosa says no we want to
1374580	1380340	be part of project Builder and interface Builder and avi had been sitting there kind of like i got
1380340	1387420	to do this and went oh you know i can understand that he goes yeah we want to be a peer development
1387420	1395500	language and they went hmm okay how you know what do you need and and Espinoza goes one engineer
1395500	1403500	he goes what he goes we need Tim bumgarner and it was this brilliant man who could architect the
1403500	1410360	thing and figure it out and so he goes you got him and that changed everything because then we
1410360	1417440	became a development language we could actually make an app out of apple script using aqua and
1417440	1423880	everything else and that all happened because of my relationship with Steve i love you know and
1425500	1432380	time there was you know times it's that sj would referee like fights between me and other guys
1432380	1438460	trying to get them scriptable like i lost the fight with Final Cut i was getting calls from
1438460	1445940	cnn and everybody else all the time about they needed automation i had worked on an automation
1445940	1453920	for Viacom my friend Dirk van dole was a bb over there and i had spent like a couple weeks on site
1455500	1462640	their media using media 100 was an application that was scriptable the mac and we automated the
1462640	1469120	creation of all those their promos you know those little things that go tomorrow on you know fx
1469120	1475080	channel we have Bob discovers America you know and it would have like a certain video background
1475080	1483780	with over overlay text and things and and uh it turned out that the guy that was recording those
1485500	1490180	and they would do them all in one take and he would sit there and just read one after another
1490180	1496900	with 10 second intervals in between so i wrote a script it would hack all that up take those put
1496900	1505300	them on a thing figure out what based upon the name what of the 13 channels that they had pull
1505300	1512480	of the appropriate video background put it in create open up Photoshop and illustrator and
1512480	1518580	create all the text overlay put it in there with an alpha Channel build the entire thing lay them
1518580	1523240	all out on one line and then somebody would sit there and scrub through to make sure they're all
1523240	1529560	correct then another script would cut them all into sections send them high res up to the media
1529560	1535460	surfer and a low res over to where the execs could review it from a web page all built with apple
1535460	1541780	script right wow so i was trying to get the final cut guys to do this and uh
1543760	1548980	i couldn't convince the engineers that they needed to spend the time and do it
1548980	1555640	oh my gosh was the kind of thing you want to do when you're writing the code re-architecting it
1555640	1563200	later is a pain right it's really hard and i was trying to convince them and i couldn't make
1563200	1570800	progress so i i pulled a move on them and Steve it turned out too i used to speak at the executive
1570800	1576940	briefing Center and i knew that uh hbo and a bunch of the guys from New York were showing up
1576940	1584300	so i asked Viacom i said hey can i show your solution to your competitors and they're like
1584300	1591040	okay yeah you know they're they're doing like all of a sudden they're doing 1800 of these things
1591040	1596780	that used to take like weeks with four guys back to back they're doing in like 30 minutes with a
1596780	1603060	bunch of scripts oh my gosh yes so i i got into the the queue of people that were going to show
1603060	1609380	those things i was the last one and i showed him i said look at Viacom said i could show you this
1609380	1615300	and then all of a sudden everybody's like what and i showed them and they're just their faces went
1615300	1624980	like pong sure and then after me i left after me was sj and Steve came in and the first thing
1624980	1631120	this guy said to him were we want automation we want what we just and he didn't know anything
1632320	1640100	so i basically set him up to get bombarded right thinking okay I'll get them asking for it
1640100	1645980	maybe that'll give me some leverage that's a brilliant move I love it it turned out didn't
1645980	1652840	work you know and in the NSJ said look at I got to go with the engineering manager they say they
1652840	1658920	don't have the time and the resources we're way behind on this I'm sorry we can't do this I was
1658920	1666780	like okay I tried you know that was my attitude some things you know like automator Steve got
1666780	1673380	and he made it part of the operating system but sometimes I lost as well but it was basically
1673380	1680600	because that relationship with him allowed us to get the resources to keep moving automation
1680600	1689220	forward and we did you know Apple script we got over to the power pc it you know we kept making
1689220	1696100	advances with it all along the way you know then it became apple script Objective c Chris Neville
1696780	1701360	that and it just blew everything away because then you could call into all the Coco Frameworks
1701360	1709080	directly but when Steve died you know we lost a really valuable Ally and the company changed and
1709080	1716900	it became a lot of stove piping and my previous thing of having horizontal relationships between
1716900	1726300	groups to keep automation as a primary mover hit walls yeah and you know it was more difficult to
1726780	1733220	effective in those days around that situation so that's a long answer to your question about
1733220	1739500	Apple script but that's basically what it was about yeah i love every minute that that's awesome
1739500	1745760	and the uh the of the Via story that's fantastic uh i i would love to jump into
1745760	1756000	this intersection that you had uh of music and in particular Jazz and technology and and for you
1756780	1763260	sounds like music was kind of the groundwork the framework that came first and out of that or
1763260	1770460	alongside of that later was developed this uh you know the this the scripting and the aha moment
1770460	1775460	with the uh the blue box you know and quark and everything yeah talk to me about how you might
1775460	1781660	think that one of those disciplines or areas might inform the others and if there's any
1781660	1788760	any or what that relationship might look like for you there's a
1790060	1797740	a lot of similarities there's basic principles that I've found throughout my life that are
1797740	1809080	relevant that are constant across uh knowledge bases that are that are constant across Technologies
1809080	1817340	you know there are certain things that are just basic truths that pertain to all of them
1817340	1825000	for example you know you looking for the underlying principle when it comes to if
1825000	1830260	you're dealing with music you know what's the underlying principle behind what you're doing
1830260	1839940	uh why does why does a set of chords sound it's feel a certain way why does this type of resolve
1839940	1846140	happen here you know you look for the underlying principle behind something in the same way
1846140	1853040	as you know why a clock mechanism Works a certain way and once you understand the underlying
1853040	1859380	principle behind something then you can replicate that and you can build upon it and take it forward
1860260	1868280	But if you're just working with what's on the outside, then you don't have the depth and the understanding to move it forward.
1868480	1873720	Whether that's music or whether it's automation technology, the principle is the same.
1874280	1876000	What's the underlying principle?
1876220	1877820	And it's basically empowerment.
1877820	1895340	You know, the fact that the you know, automation is basically some type of messaging system where you're telling applications what they should be doing and the user is directing the movement and the control.
1896100	1905700	And once you understand that, then you just figure out the technology that's necessary for that particular application becomes more apparent.
1908120	1923620	There's also things about in order to succeed, it was a lot of the time, like I mentioned, it was political initially until it became something that was more ingrained and accepted as being part of that whole environment.
1923620	1948840	And that depended a lot upon personal insight and personal belief in yourself, you know, being okay with what you know and being okay with the concept of challenging the status quo, you know, moving what it takes to get the goal, you know, within reason.
1948840	1954100	but you have to try to figure out that everything that God done
1954100	1956180	was really personal relationships.
1957459	1962900	And I became notorious for certain kind of things.
1963280	1966780	Like I was famous for putting bounties on code.
1967160	1970600	I would put a bounty up in the elevator, $1,200,
1971379	1974040	for somebody that can write me code that does blah.
1974960	1981300	like uh the uh QuickTime QuickTime Player to get that scriptable was a bounty in the elevator and
1981300	1989460	building too pardon me or somebody could write me code and with about 30 minutes i got a couple
1989460	1997020	calls from guys are this serious i said yeah I'll give you 1200 in cash if you write me code to do
1997020	2002560	a player and here's what it has to do and they would write me that somebody wrote me the code
2004660	2012480	and uh then i said you know okay strip it take out you take out your identifiers your job numbers
2012480	2018800	everything i said just give me the code and then once i had that was figuring out how to get it in
2018800	2026060	you know making a deal with somebody else to put this in here or install it into there uh there was
2026060	2033680	a lot of things in the operating system like the number one used apple script command is called do
2033680	2040700	shell script well i purchased that there was a guy i i bought the code for that from and it took me a
2040700	2047780	while to figure out how to get it into the operating system but it got slid into a build you know and
2047780	2053659	once it was in there it became used by everybody and it's still like one of the most number one
2053659	2060639	use things but it was basically a bounty i paid some engineer and then there were certain guys
2060639	2070940	that wouldn't accept money so i used uh Legos the famous Star Wars Millennium Falcon i used to buy
2070940	2076500	the Millennium Falcon kits and i would come into an engineer and I'd put it on his desk and they'd
2076500	2082820	look at it like oh my this is something that they can't justify their wife spending 500
2083659	2089800	Millennium Falcon kit but you know it's like you just give me the code I'll take care of the rest
2089800	2096460	of it and there was a lot of things that needed to be done but that's just all process of
2097440	2104040	establishing uh the sensibility of it once people started seeing the practicality and the necessity
2104040	2109740	of automation then it took on a life of its own and got accepted but i had to be confident in who
2109740	2117800	in was and in order to risk that you know they could have fired me yeah but the way i looked at
2117800	2124560	it is you know they asked me to be there i i was trying to do the right thing and Advance the
2124560	2131460	Technologies and keep it going and moving it forward and you know if i had to kind of fudge
2131460	2136220	things here and there and make deals and that's just the way it was because then in the end the
2136220	2144580	right thing got done and the original work that was by all of these fantastic engineers and people
2144580	2151440	involved in that has been carried on and now it's ingrained and you you have the the automation
2151440	2157340	Frameworks that are so essential and they're part of all of Apple's stuff now they're not going to
2157340	2162700	go away there's no question about whether they're going to be there anymore and that's wonderful
2162700	2168920	because the people that are using it are just have that opportunity but it's all from basically
2168920	2177040	being confident in the rightness of what you were doing and trying to move it forward i i love um
2177040	2181620	two things I'll call out on that before we before we move forward and one is is this sense where
2181620	2188520	uh humility and confidence they aren't necessarily diametrically opposed to each other you believe so
2188520	2193260	much you're so confident and it's coming from a place of authenticity but it's also this open
2193260	2198340	hand where you're talking about uh you know Viacom like hey i tried i did my best i did what i thought
2198340	2202800	was work and i wasn't you know tight-fisted enough to where it's like i have to have my way
2202800	2210400	yeah the other slice i love about this is um is how not myopic it is too you know so many of us
2210400	2214880	if we're into code or programming and that's our thing we think about our one job our one role
2214880	2220860	and this is like really zooming out saying okay let's begin with the end in mind here what are
2220860	2225400	we really all here trying to accomplish and these alternate approaches like the millennial
2225400	2232060	fountain or about you know code bounty um i love it yeah it's
2235060	2242040	there's a truth about automation you know the truth the power of the computer should reside
2242040	2251000	in the hands of the one using it that's been a core fundamental Creed for me and that's a truth
2251000	2258220	that you know i just followed that's my belief and that's what i was pushing for at Apple the
2258220	2267360	whole time i was there almost 20 years and when you know that to be true and it's so empowering
2267360	2273740	and you see that it changes people's lives literally changes people's lives for the better
2275480	2281220	you know it's it becomes easier to become a champion for it and to push it because it's
2281220	2286720	the right thing that's right it's then it just becomes a matter of you know trying to solve
2286720	2297560	problems like we had to work with the security guys Yvonne christic's team and yeah basically
2297560	2305160	two diametrically opposed philosophies automation wants everything wide open and the security team
2305160	2312340	wants everything you know tight and those guys are so brilliant and their attitude
2313400	2319560	was constantly how do we make this work and working with them was just fantastic and we
2319560	2327720	figured out this whole concept that's still in use today that if the user installs this at a
2327720	2334660	certain place that the operating system will run your scripts and the act of the user installing
2334660	2343360	it means that the user wants us to have power of the user that the application can't install it
2343360	2350820	but the application can ask the user to install it so you know you have this engine the script
2350820	2356640	engine the i don't know how they're doing it now in the latest builds was basically like there was
2356640	2363120	a script engine that would run apple script and shell scripts for you the system would do it and
2364660	2371740	certain locations to have them approved right and that resolution between the two teams was
2371740	2380040	brilliant and it's still working today but it didn't happen on iOS iOS you know that's
2380040	2384880	unfortunately there was this political situation where there was like different teams in different
2384880	2390520	buildings that weren't allowed to communicate with each other and you couldn't you know make
2390520	2398220	the relationships there was you know idea barrier doors glass doors that would separate you and they
2399160	2406920	didn't take it on we we approached the ios team numerous times with basically the concept behind
2406920	2414980	what shortcuts is today back then but they didn't want it so they hard-coded everything and uh it
2414980	2419640	got in a mess. And now you have this wonderful architecture on Mac
2419880	2422580	but it's not duplicated on iOS. I mean,
2422680	2427840	one of the things that I wish could have happened would be that
2427840	2432880	there would have been a universal scripting language for all of Apple's
2432880	2434380	products. So that it would be,
2434480	2437140	you write the script once and it goes everywhere.
2437440	2440860	Like what I've been working with the Omni group Yes.
2440860	2448560	Omni group uses JavaScript based on webkit core JavaScript so that you write a script for an omni
2448560	2453340	application whether it's running on your phone or your ipad or your Mac it's going to run the same
2454220	2460840	and it's everywhere it's it's device independent that was always my goal for apple and unfortunately
2460840	2469120	that didn't happen uh there was also another goal that we were trying to get to i work with
2470860	2476380	many years I worked with the speech team and then the Siri team came on and i worked with them
2476940	2484020	and we actually had the prototyping engine for Siri they had this engine based on JavaScript
2484020	2491300	we had it tied into apple script and to Apple events and there was like we had as a prototype
2491300	2500360	hundreds of Commands to control all the eye work apps photos the finder everything it was all voice
2500860	2507440	and it was natural language you didn't have to memorize a phrase it was just you tell it what
2507440	2515840	you wanted to do and it understood and we presented this all the way up to the top levels and people
2515840	2523040	were stunned literally I I gave presentations on this with my partner from the Siri team
2523040	2531760	the leap and uh the room was silent and then it Applause it was just like knocked the breath out
2531760	2539440	of them because we were doing this with Siri but the problem was that it was on the Mac it wasn't
2539440	2550700	it on ios and i think that caused problems because they didn't want ios to look bad not bad but not
2550700	2559120	as capable right yeah and one of the things i learned in working with Steve was i used to think
2559120	2564000	of it this way it's not my job to make you look good it's my job to push the envelope
2564540	2571560	and i come up with a solution that just keeps pushing it you know early on when i when he came
2571560	2578080	back on board there was a meeting in the boardroom some reason i was called into it Steve called a
2578080	2584740	bunch of the product managers and people into the the boardroom over in building one and I'm you know
2585440	2591340	and he he basically laid it out that we had to out innovate out maneuver out deliver
2592340	2599180	everybody else all of our competition that that's how we win is we just have to keep pushing the
2599180	2607520	envelope and uh he had a direction to go that he he had in mind and so the the trick was aligning
2608080	2614120	to do with that direction too but it was the whole thing keep pushing the envelope and i wasn't really
2614120	2620740	concerned that you know would make the the work that we had with Automation and Siri
2620740	2627260	would make uh another group look bad we just wanted to keep pushing the envelope so i actually
2627260	2637020	gave a a talk at wwdc about i used the standard dictation software as an example i didn't show
2638240	2644000	but i showed this whole thing and it it upset a lot of people they actually pulled the session
2644000	2652560	it was session 717 2016 and i gave the session and then they took down the videos like a week
2652560	2658940	later wow wow but you just have to keep pushing you know sometimes you win sometimes you don't
2658940	2682500	Yeah, I love for you to talk to me about this, this kind of back and forth that's maybe it is just integrated, you know, however you'd like to approach it. But this right brain, left brain, you know, the musical side and and the side that that is, you know, logical and code functioning.
2682500	2690240	how does the other side of you if at all does it show up when either you're deep in a script and
2690240	2695040	you feel like that that kind of creative slice show up or when you're in the middle of you know
2695040	2699100	a jazz performance and you feel like the the structural you know kind of comes in how do
2699100	2713000	those two interplay for you it's uh i think that when you use the analogy of left side right side
2713000	2719600	brain that's not really what's going on what's really going on is there's two different roles
2719600	2730100	that you assume Observer and participant if we think of it that way then it's pertinent to
2730100	2740380	everything they for example if you take a musician like Phil Woods you know when i lived in the
2740380	2750440	Poconos Phil was a local guy and uh amazing musician just phenomenal you know constantly
2750440	2757280	voted like best Alto player in the world but if you take Phil and he's playing in a group
2757280	2766540	and you could stop go if you could say Phil stop and then ask him okay what's going on right now
2767280	2774240	Phil could tell you everything that he was doing, the Ark of where he was going, what's happening,
2774460	2780980	who's playing what over here, what the bass note is, what's the harmony back here. He could tell
2780980	2788420	you exactly everything that was going on at that moment, but that's the Observer side.
2789020	2796140	At the same time, he was the participant. The creative flow of ideas and his response to
