start	end	text
262700	268840	Everest? There's got to be some kind of thing happening in the world that this
268840	274520	is what we've gotten to. And it got me thinking about stuff and I have this
274520	281440	formula that was passed to me and I will now pass it on to you and it's a way
281440	286400	that I get perspective on stuff that helps me to understand big picture and
286920	295920	the formula is this insight is gained through the application of perspective
296880	303660	over time and if you look at this for me and you apply this formula you can
304540	311320	understand what's going on. So I said, okay, let me take a look. Let me step back and see what's
311320	318040	happening then. So here we are. We're somewhere right around there under some cloud cover.
318420	330120	And this amazing photo is available to us because of a project from NASA that is the Deep Space
330120	338140	Climate Observatory, and it has a camera called EPIC. And the interesting thing about this
338140	346080	particular satellite, I'll call it, is that in order to get perspective, they've placed it one
346080	352700	million miles away from Earth with the Sun to its back, another 93 million miles to the Sun
352700	362140	so it always sees the earth fully lit by the Sun and it's very interesting that
362140	366200	you know you have that kind of perspective and if you're watching you
366200	371740	can really find out something about it and they have a website this is the URL
371740	377420	for the website and you can go to this website and type in the date that you
377420	383860	want to see what was happening on the earth and so I went to that and I just
383860	389180	grabbed the photos and I put them together to make like this video and I
389180	395720	picked a period this year that was very interesting things were happening in
396300	402360	Europe and I wanted to see if I could understand better what was going on so I
402360	406100	download these pictures and I put them together and I started to realize
407420	410420	that they experienced incredible heat.
410620	414840	They had fires, it was just all over Europe.
415040	417980	There was temperatures above 100 degrees in Paris,
417980	422040	and all of this had followed an incredible winter
422040	425140	where they had freezing like they never had before.
425580	427540	And I started looking at this,
427720	429340	and I started to understand
430180	435560	that there's some change going on, important change.
437420	445280	obvious to see that this change is happening, it's real, and it's causing other things to
445280	452660	affect because we don't live in isolated little vertical columns. Everything we do is related
452660	460340	to each other. Our economies are related to things. The structures of our society, everything
460340	468520	is related together. So I said, okay, well, if that's true, why don't I look at, take this
468520	475060	perspective idea and see how some things that we are affected by have changed over time. And the
475060	483780	first thing I wanted to look at was cars. Now, cars, especially to American, are a very important
483780	490840	things to our lives, right? And they've been around with us since the beginning. Americans are all
490840	496720	about cars. But at first, they were kind of like basic functional boxes that would take you from
496720	503700	A to Z, right? If you were rich, you could have a fancy car. But most people, it was just like a
503700	511220	utilitarian kind of device that would take you from one place to another. And maybe that you had
511220	517840	a sedan with four doors or something so we get to a point where they're selling
517840	521220	these cars and the people that are making these cars and they're going we
521220	526840	need to sell more of these so how do we do that and they started all of a sudden
526840	533200	putting personality into cars cars started developing an image it was an
533200	540300	expression of the real you the inside of you it was who you were and what you
541220	548060	your car started to become an expression of your individuality and then with the
548060	556020	creation of the interstate system we got the open road and they started talking
556020	562620	about the open road the joy of being on the open road where you had the power
562620	567480	and you could ride off into the sunset and the epitome of every American's
567480	575400	dream was to be with their partner riding down the open road and headed off into the sunset.
575960	582680	And that's what it was about. And you would think that with all the changes that we've had now,
583080	590080	with the introduction of electric vehicles that have sensors that can tell all about things that
590080	594780	are around them, they can know where they are, that can be programmed, and they're running on
594780	600620	electricity you'd think that we would be talking about those but when it comes to marketing those
600620	607300	and getting us excited about them we still use the same kind of thing that appeals to us you're going
607300	611240	down the street you're driving over here with somebody else you have no idea who they are and
611240	616140	you go and zigzag back and forth you're headed to San Francisco in the distance and it cuts to the
616140	624180	sky it's still that same kind of approach in reality this is what it is there's San Francisco
624780	628780	And that commercial was, this is Alameda airstrip,
628960	631000	and it was filmed partly over there,
631080	633760	but mostly over there as they're heading off into the distance.
634020	635660	That's the reality of it.
636060	638080	But as another example,
638400	643620	here's Ford with a commercial filmed right across the bay, too.
657800	666800	and this is for the new Steve McQueen bullet a special car designed around that listen to that
667380	674860	how can you not want that it's just like you got it's Steve McQueen for goodness sake you
674860	681600	got to have that car and there it is it's like up the ramp it's headed off to the bridge it's
681600	689300	going to go across the Bay or across to Marin. But in reality, the reality of it is this. And those
689300	696980	who have been to San Francisco know this very well. If you're headed across the Golden Gate Bridge,
697000	703820	you go left. If you're headed to the Bay Bridge, you go right. And it looks like this all the way
703820	710520	up to about 11 o'clock at night. And it lets up until maybe about 3.30 or 4 in the morning.
711600	715540	That's the reality between the image and the reality.
716460	720160	And all of our bridges there now are packed all the time,
720360	723240	like there's the Bay Bridge and there's the Golden Gate Bridge.
723640	728560	And things are getting pretty dense when it comes to cars.
728760	731880	And part of this is because more people are moving there,
732000	734780	but there's also a trend happening in the world,
734800	736680	and it's called urbanization.
737640	744480	and about a third of the population over a hundred year period is moving from the rural areas
744480	751940	to the cities you combine that with just the normal population growth and you start having
751940	759940	this density so it's made people question do i even want to own a car because having a car is
759940	767260	such a pain in this dense urban environment, do I even want to own a car? And that's brought up
767260	775120	the idea of having Uber, and Lyft, and people like that, and taxi services, to try to have them be
775120	782380	your means of transportation. And some enterprising companies thought, well, we'll steal some ideas
782380	788340	from Woody Allen's sleeper movies, and we'll see if we can make, you know, driving gumdrops. And
789940	795520	want to actually be seen in that so they started making them cooler looking right and there have
795520	801420	so the idea of self-driving cars and they're creating fleets of these with the hope that
801420	808280	someday these will be the vehicles that pick people up and intelligently efficiently without
808280	815240	traffic and without accidents somehow managed to get through San Francisco streets and take you
815240	822560	where you need to go. Now, they're already out there. This is the Chevy GM Cruise fleet that
822560	828140	they're using, and they're already out on the roads in San Francisco, and in some locations like this
828140	834400	in Singapore, they're actually in use. So, people are thinking about this whole thing of car
834400	843320	ownership, and it's interesting. What I learned from that was we went from this idea of cars were
845240	853640	of my identity into becoming a service all of a sudden the idea of I needed to
853640	859660	own a car became I don't want to own a car I want to lease a car or have a car
859660	866020	pick me up and that was an important change this was a big change that
866020	871660	happened over time let's take a look at another topic computers now for all of
871660	877340	us in this room, this is the foundation. Whether you started on VAC systems or whatever, you
877340	884780	crazy people out there, you guys, this is spiritually our beginning point, right? We'll all agree on
884780	892260	that. And then over time, we've all experienced all the different iterations of this, and we've
892260	898160	enjoyed each one, and we've enjoyed investing in the company and spending our hard-earned money
898160	903200	and ogling and wishing for each one of those as they came and go,
903300	906520	it can't get any cooler, it can't get any cooler.
906860	914180	Until right now we have this wonderful, very efficient, high-powered feats of engineering
914180	916760	that are the Apple product line.
917880	923300	But along that way, there was another transformation going on as well,
923340	927440	and it had to do with the software that was driving this hardware.
928160	933980	When we started with OS X, and it was a Unix-based operating system,
934180	938060	and it iterated along all this process of hardware,
938500	943720	it stayed as a foundational aspect to enable all of this development.
944680	949940	And even though we're in a new era here with Catalina,
950180	952020	it still is Unix-based.
952020	958920	it might be appropriate to ask how much longer they're gonna allow access to
958920	963360	stuff or things like that but that's a question for another time right now it's
963360	969920	still a Unix operating system for our purposes right so the real important
969920	975660	thing that happened over time wasn't just the hardware a real important event
975660	983700	happened when they released this. That was a foundational change, a paradigm
983700	990300	shift. All of a sudden you had this wonderful device, computer, that was
990300	995220	running Unix that you could carry with you. And it was this wonderful new touch
995220	1000960	interface. And this really changed the way how things worked. And with its
1000960	1007560	cousin the iPad Apple made sure that it integrated with what you had as hardware
1007560	1013660	and you had this wonderful independent device concept where it was your data
1013660	1019560	works across all of your devices your data works all across your devices and
1019560	1023580	isn't it cool you have photos that are are organized for you and it
1023580	1029420	automatically makes you a video and all of that was meant to make this a
1030960	1032579	for personal use.
1032800	1034579	It was your personal device.
1034839	1037880	You loved each one of them, and they served you well,
1037980	1039680	and you couldn't wait for the next one.
1040420	1044220	But at the same time, Apple had a different strategy
1045060	1046400	that they were executing.
1046800	1049740	And the strategy that they were going to execute,
1050080	1051960	they had to do it in plain sight.
1053040	1055740	And they did it very, very well.
1055740	1064380	and it began based upon an app architecture where Apple decided to
1064380	1071460	create an enterprise platform and the things they needed to do were
1071460	1075940	foundational they they needed a new programming language so they could get
1075940	1080940	rid of some of the cruft that they had before it's been an ongoing process but
1080940	1083160	with each iteration, it gets better.
1083380	1085180	They had to redesign their IDE
1085180	1087660	and come up with different concepts for that.
1088360	1091280	They also had to really focus on security,
1091580	1094480	not just because of personal privacy information,
1094640	1097180	but because corporations would demand that.
1097340	1100760	And if you offered corporations security of their data,
1100900	1104480	they would be attracted to that like moths to a light.
1104680	1107600	And that's why that became a primary concern.
1107600	1114300	in addition they really embrace the idea of mobile device management because this
1114300	1120520	way organizations could manage thousands of devices and if you're going have an
1120520	1125100	enterprise platform you better provide them with a way to do that and while
1125100	1131500	you're doing it figure out a way to distribute apps securely and know where
1131500	1137980	they're going and who's getting them. In addition, document it very well. So this
1137980	1143140	was Apple's strategy that they started executing while they were telling the
1143140	1147700	public about the integration with iOS and your Macs and how everything worked.
1147940	1154880	This is what they were working on and this worked big because they also
1154880	1160100	partnered at the same time. It's the second part of their strategy was
1161980	1168660	And Apple did not have the relationships with the different enterprise organizations,
1169260	1171480	but they had friends who did.
1171980	1176840	And so Apple started developing relationships with all of these companies,
1177160	1181920	like GE, that makes incredible turbines, engines, and things like that.
1182060	1186120	They developed a whole programming architecture based on Apple's tools
1186120	1189300	that allow their devices to talk to machinery.
1189300	1197640	Salesforce, a huge presence in the enterprise, has an entire development platform for their
1197640	1202120	app developers based upon Apple's IDE and Apple's tools.
1202680	1204580	Same story with IBM.
1205020	1212420	IBM brought back-end systems like Watson and Cloud to Apple's platform, enterprise platform.
1212640	1219260	So right there, you have three different companies that are basically betting on Apple's
1219300	1226240	strategy they're investing in their future and their customers future and embracing apple's
1226240	1234180	strategy and that's powerful and my favorite is sap i love their logo how everything's like
1234180	1241580	crammed in there because if you look at this slide it fits their logo this is really dense but if you
1241580	1248540	actually look in there you'll see that sap is using Apple's enterprise architecture as their
1249300	1256180	too as well. And you'll also need people to implement. So you go to people like
1256180	1262100	Deloitte and Accenture to help other companies adopt this kind of strategy. So
1262100	1268720	you develop these partnerships and even Cisco, you know, gets into the game with
1268720	1274460	Apple partnering with them. Here's a school in Kansas, Shawnee Heights, where
1274460	1282980	they developed a secure Wi-Fi system so that the students' data wouldn't leak out or be able to be grabbed by somebody else.
1283100	1285260	So there's Apple and Cisco working together.
1285480	1290600	Even Cisco, a networking company, gets in the game of partnership with Apple.
1290740	1292760	So that's really powerful.
1293080	1300460	So we've seen that Apple develops an enterprise platform hitting key points that companies require
1300460	1306040	and then goes and starts partnering with the key players in the enterprise business.
1306660	1309720	Now, the question is, who are they targeting?
1309940	1310920	Who are the customers?
1311620	1312800	And there's a lot.
1313800	1318960	And all of these are things that we think about and go, oh, yeah, that makes sense.
1319000	1322840	But we really don't think about the scope of what Apple has done.
1323520	1326000	And I'd like to just go over some of these.
1326160	1329140	A couple I'll pay a little bit more attention to than others.
1330460	1336940	idea of the scope that we're talking about what Apple has accomplished here let's look at aviation
1337900	1347000	so there's three places in aviation where it's obvious that ios devices are can be really
1347000	1354260	valuable and contribute one is in the cockpit you know having a flight bag that you've seen
1354260	1360300	pilots used to carry those things of 40 pounds of paper and they'd be in the cabin before you
1360460	1365180	you look up there and you could see they're opening binders and swapping out paper and stuff.
1365780	1370260	You know, that was perfect opportunity for change.
1370600	1380720	And here's David Clark, who's Flight Operations Manager, and he's talking about an iPad for American.
1383560	1389380	The first time I used the iPad in flight was the realization and the culmination of about three years of work.
1390460	1395680	that we thought was possible actually worked out well. The convenience, the
1395680	1400840	efficiency, obviously the iPad is very light compared to 40 pounds of kit bag.
1401320	1407920	The ability to update in two or three minutes the content each week and the
1407920	1413460	ability to move between charts effortlessly, we realized that that this
1413460	1416840	was going to work well and be well accepted by our pilots. In fact there's
1416840	1422180	several examples of how this is more efficient than our paper products
1422180	1428820	previously. For example, if we were to change destination and hypothetically we
1428820	1434220	wanted to go to Atlanta instead of say a New York destination, I can call all the
1434220	1438480	charts up for Atlanta that fast. These are all the charts for the Atlanta
1438480	1444240	Airport immediately available for me. Selection with one touch and there's the
1444240	1452220	approach chart so perfect example totally logical right if pilots you could fit
1452220	1456380	everything on an iPad that is handed to the pilot before he goes gets on the
1456380	1461280	plane you know it has the latest data the latest information that he needs and
1461280	1467900	it's right there and easy and searchable a second place that iOS devices and
1467900	1474980	Apple devices can be used is in maintenance and for example here's a gentleman from United
1474980	1479420	Airlines. The iPad application was developed specifically for United Airlines with input
1479420	1485700	from technicians across all of UAL's hubs, says Nielsen Pan, Director of Technical Operations.
1486120	1491860	Basic information that we would usually sit at a computer and do maybe 40 or 50 different
1491860	1497100	transactions to get that information now is on one click on the iPad itself and all that
1497900	1500660	right there for you, so it makes the technician's job
1500660	1501720	so much more easier.
1501980	1504320	He says new technology also means information
1504320	1506200	can be passed on in real time,
1506240	1509640	so technicians are ready even before the aircraft arrives.
1511280	1513360	So, perfect example, right?
1513500	1515500	They can use the communication architecture
1515500	1518140	to talk to the other maintenance guys,
1518260	1520520	and they can reference materials that they need
1520520	1522260	for a specific type of plane.
1522900	1527000	The third place that iOS devices are really useful
1527900	1530020	of the aviation category, vertical,
1530300	1532520	is in customer service, of course.
1532740	1535100	If you have customers, they have problems.
1535160	1537940	That's just the nature of business.
1537940	1540240	And you can use these devices
1540240	1542460	to help solve your customers' problems.
1548540	1551160	In 2010, we introduced the Mobile Boarding Pass.
1551480	1553960	We decided we need to do something for our colleagues.
1554520	1557500	Flight Info is the first app that we released using iOS.
1557900	1560660	It's a list of all the operating flights for the day.
1561499	1563420	Previously, colleagues would be given a printout,
1563680	1565100	and as soon as they left the shift briefing,
1565240	1566580	that piece of paper was out of date.
1566960	1569340	So we decided the colleague needs to have the information
1569340	1571580	about what's going on in the operation in their hand,
1571700	1573380	so that when a customer speaks to them,
1573520	1574980	they have the information there and then.
1575400	1579020	With the Flight Info app, we can actually see on the iPad
1579020	1581980	the arrival schedule as well as the departure schedule.
1583960	1587580	to track the other airports around the world that British Airways served.
1587740	1592940	The next app was for the senior cabin crew member on the aircraft, and it replaced the
1592940	1598420	paper passenger information list. So the PIL app was developed and deployed. It's been great
1598420	1601620	because it means that the senior crew member can speak to the customer on a one-to-one
1601620	1602020	basis.
1602400	1607480	Having that data at your fingertips in the moment means that you can interpret what needs
1607480	1610880	to be done right there and then, and that really matters to a customer.
1612340	1619860	so perfect example of of having all of that data and being able to communicate and maybe make an
1619860	1626800	alteration to a customer's flight plans or reservations right there in the aisle that's
1626800	1632460	really impressive and that's why the aviation industry has really become attracted to that
1632460	1638060	i mean you have all your big players United British Airways just announced 40 000
1638060	1645280	units that they purchased. United purchased 11,000. Southwest is using them. American,
1645660	1652560	Singapore, it's become a standard in the industry. And you can't really think about going back to
1652560	1657960	what it used to be because now it's so much different. It's so much better. It's so much
1657960	1664160	more improved because they're adopting Apple's strategy. And I saw this the other day because
1664160	1668940	This was a local Airport up in Washington, D.C., and it blew my mind.
1673020	1676420	This is Reagan Airport and at Dulles Airport.
1677520	1680260	You'll notice that they walk up to the iPad.
1680840	1687500	It checks into the TSA database, does facial recognition, and it's now the new boarding architecture.
1687920	1692500	So in aviation, there's a lot that can be used.
1694160	1699300	of devices. Law enforcement is another great example. If there's anybody that
1699300	1704240	you want to have the most current information about you possible, when
1704240	1708380	you're dealing with them, it's a law enforcement officer. And law enforcement
1708380	1712720	is embracing these things as well, and it also provides an opportunity for like
1712720	1717920	third-party apps. I thought this one was pretty interesting that it translates
1717920	1724580	translates common phrases the law enforcement officer would use into Spanish, like it can read
1724580	1729300	their Miranda rights, ask for their license and everything. They just tap it and the phone will
1729300	1734640	say what they want to say in there. And I thought that was just a great example of a third-party app
1734640	1740860	supporting law enforcement. This particular picture is from the New York City Police Department,
1740860	1744540	who recently adopted 36,000 iPhones.
1745000	1747780	So their officers every day go out on their shift
1747780	1749820	armed with the latest information
1749820	1752560	and the latest apps and the latest data,
1752560	1754620	and they take it with them every day.
1754660	1756900	So it's not unusual anymore
1756900	1758840	to see one of New York's finest
1758840	1760420	and they have an iPhone in their hand.
1760460	1762760	That's just part of their strategy now.
1763260	1765540	If you look at retail, of course,
1766240	1769300	iPads and iPhones make a lot of sense in retail,
1770860	1778440	Many, many retail companies have their personnel using iOS devices.
1778440	1780080	It just makes so much sense.
1780240	1782300	In a related field, food service.
1783000	1785980	Somebody can use an iPad to input an order,
1786020	1791480	or now we're training customers to input their own order using an iPad, right?
1791700	1796200	Or if you do have a point of sale, it's probably just using an iPad architecture.
1796400	1800760	And some restaurants just went crazy, and they're doing iPads everywhere.
1800860	1808400	right? And in the hospitality industry, like we're in a hotel, you'll see those all the time.
1808640	1814540	I've become to see them more and more. When I was recently in Sweden, I stayed at the Riverton
1814540	1819100	Hotel, which I like because it's on the water. And when I checked in, I checked in through an
1819100	1826320	iPad at the front desk. And then when I went for a meal, I was handed an iPad Mini that had all of
1826320	1832400	the information about the food, and I could order right there. It's become some hotels have taken
1832400	1839360	advantage of the architecture of iOS, and now your phone can actually unlock the door to marry it
1841420	1845400	through a secure communication, and it'll open the door to your room.
1845980	1850340	And when you get in your room, there's an iPad that controls all the temperature,
1850600	1855220	access to all your information, your phone calls, your messages, everything that you need
1857760	1862140	iPad manufacturing of course you have these huge spaces with a lot of
1862140	1867260	information carrying an iPad is absolutely essential same thing with
1867260	1871360	construction I have a friend in San Francisco build skyscrapers the guy
1871360	1876660	actually builds skyscrapers and he and his team have iPads and they communicate
1876660	1880920	together and if he wants to look up you know the building schedule on some
1880920	1887360	rivet of a beam that he's standing right next to, he can do that. That's essential. It's just
1887360	1893500	become part of the common strategy and part of the common vernacular. And one other area that's
1893500	1901600	really taken off is healthcare. Because you want doctors and nurses and attending physicians all
1901600	1906920	to have the information, but you want the patient to have that too. I know I've had my set of
1906920	1912100	procedures like we all probably have it I had an app like this at the hospital, and I could see the
1912100	1918300	results of the blood draw that they took 20 minutes ago. I could see what was going on, and that's
1918300	1926420	really important. At Cedars-Sinai here in Los Angeles, they even use their iPads for newborns
1926420	1933780	when the mother is in recovery. This way, she can see the baby and talk to the baby, and as a matter
1933780	1939500	matter of fact, recently, this morning I was having breakfast and the gentleman across
1939500	1943620	from me was telling me about the hospital that he works at.
1944820	1950560	Geisinger made a strategic decision to use Apple and iOS devices across the hospital
1950560	1956780	because it takes friction out of the care process and it improves the experience for
1956780	1957220	patients.
1957420	1959600	The screws link the two pieces of bone back together.
1959600	1964840	The mission was not to just continue the way healthcare had been practiced to date,
1965100	1969000	but really to think about what's the next way we can take care of patients.
1969800	1974000	So what we do is we give them iPads so they can be better connected,
1974160	1975920	better engaged while they're in the hospital.
1976100	1979960	With MyChart Bedside from Epic, they can check their labs
1979960	1981620	in a way that's understandable for them,
1981720	1984960	and we use it to teach patients about their chronic condition.
1987220	1993260	Before an operating room procedure, particularly for children, we use iPads as distraction
1993260	1998120	therapy which reduces the amount of sedation and pain medication the patient has to receive
1998720	2001280	and we know that means that the patient recovers faster.
2006840	2012400	In the neonatal intensive care unit iPads connect in the mom who may not be physically
2012400	2017040	present with the baby through FaceTime. This is a time when they're supposed to
2017040	2020860	be bonding and they're being pulled apart because the baby's sick. That
2020860	2023540	interaction is huge for the baby and the parents.
2023860	2024720	Mama's here.
2025980	2029760	Our purpose is to take care of our patients. You can't do that unless you're
2029760	2033960	supporting your doctors, your nurses, and other members of the staff. The iOS
2033960	2037860	platform enables people to do the jobs they're supposed to be doing better.
2039100	2049300	So is Matthew here? Can I get a mic for Matthew? Matthew, please stand up. This is Matthew. He
2049300	2058980	works at Geisinger Health Systems, and he's the IT guy there. How many iOS devices are you guys
2058980	2067080	working with? Right now, it's just over 10,600. 10,000. Wow. That's pretty impressive. Have you
2067860	2073300	had impact into the kind of care? Oh, yeah. Everybody says it's much quicker. Our doctors
2073300	2076219	carry them everywhere they go, so they can do their charting and everything right there.
2076580	2081000	And you're having a good time working with all of the Apple equipment, all the hardware. It's
2081000	2088199	really solid for you? Most days. Thank you for telling me about your company and allowing me to
2088199	2093739	put this in there. I appreciate it. Thank you, Matthew. Thanks for using it. Thank you. So,
2093739	2100040	yeah applause for Matthew so there are some of the verticals there's some of
2100040	2106580	the customers that are using this Apple strategy that bought into it and we're
2106580	2112460	seeing another change and transition like we saw with cars going from these
2112460	2118620	must-have personal devices to services now we're starting to see this whole
2118620	2125320	concept of these individual devices becoming appliances. Now, appliances is a
2125320	2129280	weird word when you're talking about computer equipment because you're going,
2129560	2134960	oh what? What's that? You know, is that a bad thing? No, it's actually quite a
2134960	2142040	good thing because it allows Apple to have access to all of these different
2142040	2147000	markets and serve them by creating great tools that change the way that they work
2149280	2154940	but it's hard to get excited about you know having an iPhone that used to feel
2154940	2158880	really cool about having and if you had it you could dance on one leg with an
2158880	2163140	eye with the earphone in or Bono would sing to you if you had a watch or
2163140	2168200	something you don't think about washers and dryers and appliances the same kind
2168200	2174060	of way it doesn't take away from the value of what those devices are but just
2174060	2180760	how they're being used they're being used as appliances and that's okay because what that
2180760	2188560	means is that Apple is selling a lot of stuff and that means Apple has a good solid future ahead of
2188560	2194160	them they're just scratching this market now and it means that we can rely on Apple being there
2194160	2198920	and Apple going to be prosperous and they're going to continue to innovate so it's good that
2198920	2204860	they have all of these sales and by the way I challenge anybody to find a
2204860	2209460	picture of an iPad a pallet of iPads I don't think you're ever gonna find I
2209460	2213680	think they're like hidden they're not allowed to exist or something so this is
2213680	2216760	the best you're gonna get for that so that means you're gonna have a lot of
2216760	2220740	large-scale and small-scale deployments you're gonna have some there just a
2220740	2225560	couple hundred devices or a hundred or fifty or twenty some that are thousands
2225560	2228960	of devices as he said they had 10,000.
2229140	2231500	So when you deploy these, there's some challenges.
2231820	2234000	Some of it can be labor intensive.
2234400	2236580	You can have procedures that take a lot
2236580	2237760	to set the device up.
2238020	2240520	Some of the processes that you have in place
2240520	2243380	at your company might not be scalable too easily.
2243700	2247220	And sometimes you have location and network problems.
2247240	2251000	Like if you're on an aircraft carrier out in the Pacific,
2251300	2253180	you don't have the kind of network bandwidth
2253180	2257200	that you're going to do over-the-air Jamf MDM with it, right?
2257440	2260440	So you have to have a different way of approaching the problem.
2261920	2266140	Sometimes you need to get large amounts of content on the device quickly,
2266220	2268320	and that's a challenge as well.
2268980	2270960	And then you have to maintain the device,
2271080	2273260	make sure it's always in good operating order.
2273560	2275760	And then there's the human factor,
2276280	2280160	because at the end of this all, at the end of every device,
2280240	2281980	there's a human being using it.
2283180	2288500	beings have various levels of efficiency and knowledge about particular devices.
2288760	2294560	Somebody might have inherited a group of devices to manage just because somebody else left
2294560	2295240	in the company.
2295920	2300140	Some people are professionals who can manage thousands, some people aren't.
2300260	2303980	So you have this human factor, and all of that plays into this.
2304460	2310900	So when we're thinking about how to make this as easy as possible to manage, a consistent
2310900	2319100	thing that we found is that people respond to the idea of attachment. When you plug something in,
2319600	2326800	something happens. People understand that. It's a fundamental human principle. Plug it in and then
2326800	2334300	walk away. And with that, that was what I was talking about last year when I talked about how
2334300	2341780	to use Automator and Config, CFG Util from Apple Configurator and Automator to
2341780	2347780	create automation processes that allowed you to access all the different aspects
2347780	2354640	and set up for iOS devices. And we went over the different strategies about how
2354640	2357940	you could create a terminal session that did it or you could create a launch
2357940	2362820	agent that did it. I'm just reviewing the kind of stuff we went over last time and
2364300	2370100	we created a simple launch agent, and we could have that run the setup
2370100	2374960	and the automatic execution of workflows just when a device is attached.
2375180	2379540	It's a localized thing that you store in a system folder, in a launch agent's folder.
2379660	2385420	And I gave you a special tip on how to create shell scripts that could control this whole process
2385420	2388920	that you could put in the scripts from available for you. Do you remember that?
2389380	2393460	In addition, we had a command file that was our bit of magic glue,
2394300	2399720	basically took the environment variables from the attachment and passed them into
2399720	2404020	the workflow that it executed and allowed it all to run. And of course we
2404020	2408760	had an automator workflow that I showed you how to create. And all of that
2408760	2414760	together enabled the process of attachment. And there was one special
2414760	2419540	thing where we had an Automator action that would prevent reentry problems
2419540	2422980	problems because when devices connect, it would create a little stub.
2423680	2430380	And then during the processing of a device, it will often disconnect itself and then reconnect.
2430720	2436320	And when it does, it could launch the workflow again, but this little Automator action prevented
2436320	2436660	that.
2436820	2442700	And that was our secret, and we also designed it so that it would do load balancing.
2442700	2450920	So you could handle more than one or two or five different USB devices across that bus at the same time.
2451260	2453220	And that was basically the strategy.
2453220	2460140	But now all of that's gone away because we have something called the Apple Provisioning Utility.
2460620	2464860	Apple, last time I was here, Apple was just starting exploring this.
2464960	2468120	And now they've modernized this whole architecture.
2468480	2471860	It's no longer dependent on Apple Configurator.
2472700	2479540	modern communication. It can transfer data very fast. It's created by the Apple professional
2479540	2484460	services team, and there's how you can get contact with them if you want to talk about it.
2485300	2491260	And it's just a phenomenal tool, and it's all based on attachment, and it can handle up to 40
2491260	2497260	devices per Mac simultaneously. You just plug it into a card of Macs, and it will go to town.
2497260	2504080	It takes minimal setup. You create an automator workflow, and then you just indicate that that's the workflow you're using.
2504260	2508560	It has a dashboard interface that you can project to a TV if you want to.
2508820	2515000	It has no Wi-Fi requirements. All of your network connection can be done through the computer,
2515040	2519960	which is great if you're concerned about security and you don't want updates or anything happening
2519960	2524780	where people can get to them in Wi-Fi. It's wonderful for that.
2524780	2534900	And then it has content caching, so you can have gigabytes of data right there and transfer it onto each device very quickly.
2535120	2539720	And it has secure and fast data transfer, and it's all on attachment.
2540720	2547740	Now, with content caching, that's, for the last couple system releases, that's been built into the operating system.
2547960	2553100	We have a content caching server in the sharing preference pane.
2554780	2558260	And once it's on, you can choose what kind of content you're going to keep.
2558400	2561120	You're going to keep system updates, apps, media content,
2561420	2567120	all of that's possible to keep and store and have transferable to your devices.
2567240	2570120	And you can set the settings for your cache size.
2570300	2573860	So on the Mac that's running APU, you set up that,
2573940	2577960	and then all you have to do is create an automator workflow
2577960	2583660	because Apple Provisioning Utility has its own set of Automator actions
2584780	2592700	standard processes that you want to do like erase restore update prepare for device enrollment all
2592700	2598520	those kind of things are available and you can just create the workflow that you want like this
